,date,stock,Open,Close,Volume,Positive,Negative,Neutral,Price_change
0,2020-03-09,AAPL,65.9375,66.5425033569336,286744800,0.04612665188809236,0.41146425406138104,0.5424091201275587,-1
1,2020-03-10,AAPL,69.28500366210938,71.33499908447266,285290000,0.07084500696510077,0.4490254297852516,0.48012953740544617,1
2,2020-03-11,AAPL,69.34750366210938,68.85749816894531,255598800,0.19099471837814366,0.453761399058359,0.35524390052471844,-1
3,2020-03-12,AAPL,63.98500061035156,62.057498931884766,418474000,0.20422071162611247,0.4475184317678213,0.34826084449887273,-1
4,2020-03-13,AAPL,66.22250366210938,69.49250030517578,370732000,0.31586325558071787,0.21812682260166516,0.466009910133752,1
5,2020-03-16,AAPL,60.48749923706055,60.5525016784668,322423600,0.07255581817166372,0.5235326840457591,0.40391150083054195,-1
6,2020-03-17,AAPL,61.877498626708984,63.21500015258789,324056000,0.27263499206552905,0.4065084787240873,0.32085652044042945,1
7,2020-03-18,AAPL,59.942501068115234,61.66749954223633,300233600,0.27466364786960185,0.32476747408509254,0.40056884940713644,-1
8,2020-03-19,AAPL,61.84749984741211,61.19499969482422,271857200,0.2593524530529976,0.11050699278712273,0.6301406025886536,-1
9,2020-03-20,AAPL,61.79499816894531,57.310001373291016,401693200,0.484321263153106,0.380564677529037,0.13511408306658268,-1
10,2020-03-23,AAPL,57.02000045776367,56.092498779296875,336752800,0.27276912273373455,0.39183631376363337,0.3353945817798376,-1
11,2020-03-24,AAPL,59.09000015258789,61.720001220703125,287531200,0.33775524043345023,0.21886955866856234,0.4433752048228468,1
12,2020-03-25,AAPL,62.6875,61.380001068115234,303602000,0.4384868676689538,0.24186911328103056,0.31964401697570627,-1
13,2020-03-26,AAPL,61.630001068115234,64.61000061035156,252087200,0.17222023382782936,0.01745280670002103,0.8103269636631012,1
14,2020-03-27,AAPL,63.1875,61.935001373291016,204216800,0.4247218577656895,0.33538759717096883,0.23989053644860783,-1
15,2020-03-30,AAPL,62.685001373291016,63.70249938964844,167976400,0.2969295938964933,0.5848815469071269,0.11818884313106537,1
16,2020-03-31,AAPL,63.900001525878906,63.5724983215332,197002000,0.20926042944192885,0.05064182495698333,0.7400977730751037,0
17,2020-04-01,AAPL,61.625,60.227500915527344,176218400,0.07041936301227127,0.5574675833008119,0.3721130612705435,-1
18,2020-04-02,AAPL,60.084999084472656,61.23249816894531,165934000,0.3496209705869357,0.19777300767600536,0.45260605216026306,1
19,2020-04-03,AAPL,60.70000076293945,60.352500915527344,129880000,0.09141694474965334,0.5394237112253905,0.3691593289375305,-1
20,2020-04-06,AAPL,62.724998474121094,65.61750030517578,201820400,0.40191546753048896,0.030238661915063858,0.5678458552807569,1
21,2020-04-07,AAPL,67.69999694824219,64.85749816894531,202887200,0.507831983268261,0.027772555127739906,0.464395466260612,-1
22,2020-04-08,AAPL,65.68499755859375,66.51750183105469,168895200,0.329720944352448,0.18720057513564825,0.483078483492136,1
23,2020-04-09,AAPL,67.17500305175781,66.99749755859375,161834800,0.3890484064817429,0.15360502395778894,0.45734654515981676,1
24,2020-04-13,AAPL,67.07749938964844,68.3125,131022800,0.29160355621327955,0.46562713632980984,0.24276933617269,1
25,2020-04-14,AAPL,70.0,71.76249694824219,194994800,0.4907894998788834,0.19625478107482194,0.3129557080566883,1
26,2020-04-15,AAPL,70.5999984741211,71.10749816894531,131154400,0.42480128444731236,0.02382695550719897,0.5513717370728651,-1
27,2020-04-16,AAPL,71.84500122070312,71.67250061035156,157125200,0.4870987036265433,0.14609323744662106,0.3668080596253276,1
28,2020-04-17,AAPL,71.17250061035156,70.69999694824219,215250000,0.3647813733667135,0.37404726874083283,0.2611713657155633,-1
29,2020-04-20,AAPL,69.48750305175781,69.23249816894531,130015200,0.14532308652997017,0.11738303303718567,0.7372938990592957,-1
30,2020-04-21,AAPL,69.06999969482422,67.09249877929688,180991600,0.2519842280695836,0.1850567564057807,0.5629589883610606,-1
31,2020-04-22,AAPL,68.40249633789062,69.0250015258789,116862400,0.6818812082055956,0.25844086427241564,0.05967792961746454,1
32,2020-04-23,AAPL,68.96749877929688,68.75749969482422,124814400,0.06996491427222888,0.41656690556555986,0.5134681823352972,-1
33,2020-04-24,AAPL,69.30000305175781,70.74250030517578,126161200,0.21711833029985428,0.34254270792007446,0.4403389810274045,1
34,2020-04-27,AAPL,70.44999694824219,70.7925033569336,117087600,0.21804974108817987,0.323999882908538,0.45795036933850497,0
35,2020-04-28,AAPL,71.2699966430664,69.6449966430664,112004800,0.11597085744142532,0.23656822787597775,0.647460862994194,-1
36,2020-04-29,AAPL,71.18250274658203,71.93250274658203,137280800,0.6551758777350187,0.041833714582026005,0.30299038579687476,1
37,2020-04-30,AAPL,72.48999786376953,73.44999694824219,183064000,0.3462706616148353,0.24352792649130736,0.4102014282452209,1
38,2020-05-01,AAPL,71.5625,72.26750183105469,240616800,0.5157644867511659,0.2318623809721963,0.2523731421036967,-1
39,2020-05-04,AAPL,72.2925033569336,73.29000091552734,133568000,0.2898502658520426,0.13558063030775105,0.5745691156813076,1
40,2020-05-05,AAPL,73.76499938964844,74.38999938964844,147751200,0.1579224287221829,0.06806954167162378,0.7740080306927363,1
41,2020-05-06,AAPL,75.11499786376953,75.15750122070312,142333600,0.27106374986469745,0.025118947215378284,0.7038173109292984,1
42,2020-05-08,AAPL,76.41000366210938,77.53250122070312,133838400,0.06891402495758873,0.3406070353729384,0.590478948184422,1
43,2020-05-11,AAPL,77.0250015258789,78.75250244140625,145946400,0.1538582742214203,0.023236636072397232,0.8229051232337952,1
44,2020-05-12,AAPL,79.4574966430664,77.85250091552734,162301200,0.22036638762801886,0.048313181614503264,0.7313204212114215,-1
45,2020-05-13,AAPL,78.0374984741211,76.9124984741211,200622400,0.4493629535039266,0.19350280240178108,0.35713423291842145,-1
46,2020-05-14,AAPL,76.12750244140625,77.38500213623047,158929200,0.1293051764369011,0.27469127206131816,0.5960035547614098,1
47,2020-05-15,AAPL,75.0875015258789,76.92749786376953,166348400,0.20178216902746093,0.36406525783240795,0.4341525478909413,-1
48,2020-05-18,AAPL,78.2925033569336,78.73999786376953,135178400,0.3678615912795067,0.015421359334141016,0.6167170107364655,1
49,2020-05-19,AAPL,78.75749969482422,78.28500366210938,101729600,0.15720285312272608,0.24950265302322805,0.5932945301756263,-1
50,2020-05-20,AAPL,79.16999816894531,79.80750274658203,111504800,0.5130840154985586,0.03648050005237261,0.45043553908665973,1
51,2020-05-21,AAPL,79.66500091552734,79.2125015258789,102688800,0.27639550482854247,0.2516385135240853,0.4719659673670928,-1
52,2020-05-22,AAPL,78.94249725341797,79.72250366210938,81803200,0.2086402028799057,0.010435786098241806,0.7809240221977234,1
53,2020-05-26,AAPL,80.875,79.18250274658203,125522000,0.5845184996724129,0.07191675156354904,0.3435647562146187,-1
54,2020-05-27,AAPL,79.03500366210938,79.52749633789062,112945200,0.42279715497385373,0.07124092582274567,0.5059619146314535,1
55,2020-05-28,AAPL,79.19249725341797,79.5625,133560800,0.2247443290737768,0.31425602710805833,0.4609996338064472,0
56,2020-05-29,AAPL,79.8125,79.48500061035156,153532400,0.34904888179153204,0.1900159123664101,0.46093518535296124,0
57,2020-06-01,AAPL,79.4375,80.4625015258789,80791200,0.10951914571018682,0.19693669107639128,0.6935441527101729,1
58,2020-06-02,AAPL,80.1875,80.83499908447266,87642800,0.304583359323442,0.308397663757205,0.38701899275183677,1
59,2020-06-03,AAPL,81.16500091552734,81.27999877929688,104491200,0.23750292350138938,0.22794786055705377,0.5345492142119578,1
60,2020-06-04,AAPL,81.09750366210938,80.58000183105469,87560400,0.37594058612982434,0.027480502302447956,0.596578891078631,-1
61,2020-06-05,AAPL,80.8375015258789,82.875,137250400,0.5393096409738064,0.035119072534143925,0.4255712997168303,1
62,2020-06-08,AAPL,82.5625,83.36499786376953,95654400,0.6556638479232788,0.03421570189918081,0.3101204310854276,1
63,2020-06-09,AAPL,83.03500366210938,85.99749755859375,147712400,0.40625659469515085,0.030222370114643127,0.5635210517793894,1
64,2020-06-10,AAPL,86.9749984741211,88.20999908447266,166651600,0.4300048736234506,0.046363468592365585,0.5236316546797752,1
